,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary,salary_range
3211,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,80381.44,low
3212,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,229294.5,Top
3213,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,149526.0,high
3214,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,68587.52,low
3215,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,51440.64000000001,low
3216,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,276900.0,Top
3217,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,191700.0,Top
3218,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,73682.62400000001,low
3219,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,46888.448000000004,low
3220,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,68587.52,low
3221,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,51440.64000000001,low
3222,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,80381.44,low
3223,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,60286.08,low
3224,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,LARGE,Machine Learning,57502.14912,low
3225,Senior,Full-time,South America,Full-Remote,North America,LARGE,Other,63900.0,low
3226,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,88288.5,low
3227,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,68053.5,low
3228,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,LARGE,Other,170400.0,high
3229,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,LARGE,Other,119599.5,mid
3230,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Management,256665.0,Top
3231,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Management,169335.0,high
3232,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,191700.0,Top
3233,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,85200.0,low
3234,Mid/Intermediate level,Full-time,North America,On-Site,North America,SMALL,Data Engineering,61770.0,low
3235,Mid/Intermediate level,Full-time,North America,On-Site,North America,SMALL,Data Engineering,61770.0,low
3236,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,144840.0,high
3237,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,115872.0,mid
3238,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,257730.0,Top
3239,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,213000.0,Top
3240,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,66983.808,low
3241,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,40190.72,low
3242,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,80381.44,low
3243,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,53587.264,low
3244,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,175959.3,high
3245,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,127970.4,mid
3246,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,132262.35,mid
3247,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,96190.79999999999,low
3248,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,193766.09999999998,Top
3249,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,140920.8,high
3250,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,234417.15,Top
3251,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170485.19999999998,high
3252,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,191700.0,Top
3253,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,127800.0,mid
3254,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,134722.5,mid
3255,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,113166.9,mid
3256,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,123540.0,mid
3257,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,105435.0,mid
3258,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,165075.0,high
3259,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,128439.0,mid
3260,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,138450.0,mid
3261,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,95850.0,low
3262,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,181050.0,high
3263,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
3264,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,108736.5,mid
3265,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,90418.5,low
3266,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,145500.3,high
3267,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,105818.4,mid
3268,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,120572.16,mid
3269,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,107174.528,mid
3270,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,155490.0,high
3271,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,130995.0,mid
3272,Entry level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,53587.264,low
3273,Entry level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,46888.448000000004,low
3274,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3275,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,117150.0,mid
3276,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,181050.0,high
3277,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,143775.0,high
3278,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,171829.22999999998,high
3279,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,146055.16499999998,high
3280,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,177855.0,high
3281,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,130995.0,mid
3282,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,80381.44,low
3283,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,66983.808,low
3284,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,225247.5,Top
3285,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,147609.0,high
3286,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,204906.0,Top
3287,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,96595.5,low
3288,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3289,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,65284.5,low
3290,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3291,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,65284.5,low
3292,Senior,Full-time,North America,On-Site,North America,LARGE,Data Engineering,170400.0,high
3293,Senior,Full-time,North America,On-Site,North America,LARGE,Data Engineering,120345.0,mid
3294,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,159750.0,high
3295,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,101760.75,mid
3296,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,177855.0,high
3297,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,123007.5,mid
3298,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,120238.5,mid
3299,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,96190.79999999999,low
3300,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,120238.5,mid
3301,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,96190.79999999999,low
3302,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,176151.0,high
3303,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,140920.8,high
3304,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,259753.5,Top
3305,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,166779.0,high
3306,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,145479.0,high
3307,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,116383.2,mid
3308,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,137251.875,mid
3309,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,99790.5,low
3310,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Management,238560.0,Top
3311,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Management,178786.875,high
3312,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,186375.0,Top
3313,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,143775.0,high
3314,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,222691.5,Top
3315,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,164649.0,high
3316,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,191700.0,Top
3317,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170400.0,high
3318,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,218644.5,Top
3319,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,149526.0,high
3320,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,187440.0,Top
3321,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,153360.0,high
3322,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,213106.5,Top
3323,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170400.0,high
3324,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,75082.5,low
3325,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,57510.0,low
3326,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,218644.5,Top
3327,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,149526.0,high
3328,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,218644.5,Top
3329,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,196705.5,Top
3330,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,186481.5,Top
3331,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,149366.25,high
3332,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,123699.75,mid
3333,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,105488.25,mid
3334,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,154425.0,high
3335,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3336,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,120238.5,mid
3337,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,96190.79999999999,low
3338,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,90525.0,low
3339,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,79875.0,low
3340,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,227910.0,Top
3341,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,205119.0,Top
3342,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,283716.0,Top
3343,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,226972.8,Top
3344,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,165075.0,high
3345,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,122475.0,mid
3346,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,150484.5,high
3347,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,108736.5,mid
3348,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,123469.70999999999,mid
3349,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,86974.29,low
3350,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,220134.435,Top
3351,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,105541.5,mid
3352,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3353,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,117682.5,mid
3354,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,66983.808,low
3355,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,46888.448000000004,low
3356,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,85200.0,low
3357,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,63900.0,low
3358,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,205080.66,Top
3359,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,154269.50999999998,high
3360,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,244950.0,Top
3361,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,159750.0,high
3362,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,160026.9,high
3363,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,116383.2,mid
3364,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,181050.0,high
3365,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
3366,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,170400.0,high
